nome_funcionario_normalizado,orgao,nome_socio_normalizado,cnpj_empresa,razao_social,score,metodo
PES-7958F8,PRODAM,PES-7958F8,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-86B331,CASA_CIVIL,PES-86B331,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-CE3160,PRODAM,PES-CE3160,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-2586EB,SEJUSC,PES-2586EB,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-2586EB,SETRAB,PES-2586EB,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-7F3B6C,SEFAZ,PES-7F3B6C,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-2F9AA0,PGE,PES-2F9AA0,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-2F9AA0,UEA,PES-2F9AA0,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-0A2EE9,CGE,PES-0A2EE9,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-0A2EE9,SEAD,PES-0A2EE9,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-556CF0,PRODAM,PES-556CF0,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-825E4D,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-825E4D,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-825E4D,PM_ATIVOS,PES-825E4D,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-825E4D,PRODAM,PES-825E4D,04407920000180,PRODAM PROCESSAMENTO DE DADOS AMAZONAS S A,"100,00",exato
PES-F301D5,SES,PES-F301D5,02341467000120,AMAZONAS ENERGIA S.A,"100,00",exato
PES-246209,PM_ATIVOS,PES-246209,19170575000180,PERFIL SAUDE ATIVIDADE MEDICA LTDA,"100,00",exato
PES-246209,SES,PES-246209,19170575000180,PERFIL SAUDE ATIVIDADE MEDICA LTDA,"100,00",exato
PES-E092B4,SEDUC,PES-E092B4,29091842000188,K R G TEIXEIRA LTDA,"100,00",exato
PES-7630D6,PGE,PES-7630D6,04804795000141,ASSOCIACAO DOS PROCURADORES DO ESTADO DO AMAZONAS-APEAM,"100,00",exato
PES-F58038,ARSEPAM,PES-F58038,04409637000197,INSTITUTO EUVALDO LODI,"100,00",exato
PES-F58038,SEFAZ,PES-F58038,04409637000197,INSTITUTO EUVALDO LODI,"100,00",exato
PES-50CBE5,FHEMOAM,PES-50CBE5,00689453000177,SEVEN INCORPORADORA LTDA,"100,00",exato
PES-890CC0,SEC,PES-890CC0,03183937000138,AGENCIA DE FOMENTO DO ESTADO DO AMAZONAS S.A. - AFEAM,"100,00",exato
PES-7DC8E8,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-7DC8E8,04769766000196,ICOTUR TRANSPORTE E TURISMO LTDA,"100,00",exato
PES-79521E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-79521E,04769766000196,ICOTUR TRANSPORTE E TURISMO LTDA,"100,00",exato
PES-3A768B,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-3A768B,04769766000196,ICOTUR TRANSPORTE E TURISMO LTDA,"100,00",exato
PES-45049B,CBMAM,PES-45049B,02246183000155,WSK EMPREENDIMENTOS E SERVICOS LTDA FALIDO,"100,00",exato
PES-005C56,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-005C56,63679351000190,DANTAS TRANSPORTES E INSTALACOES LTDA,"100,00",exato
PES-005C56,POLICIA_CIVIL,PES-005C56,63679351000190,DANTAS TRANSPORTES E INSTALACOES LTDA,"100,00",exato
PES-EAEFE4,SES,PES-EAEFE4,00525528000184,ATALIBA COMERCIO DE PECAS E REPARACAO DE VEICULOS LTDA,"100,00",exato
PES-C3560D,SEAD,PES-C3560D,13440019000109,INFRAREDES AUTOMACAO COMERCIAL E PROJETOS DE REDES LTDA,"100,00",exato
PES-B46720,SES,PES-B46720,18422079000104,CLINICA MASTER SAUDE LTDA,"100,00",exato
PES-C621A0,SEJUSC,PES-C621A0,06939058000181,PRIVADO ENGENHARIA LTDA,"100,00",exato
PES-C93692,CETAM,PES-C93692,43192716000140,DAVIDSON SILVA SOCIEDADE INDIVIDUAL DE ADVOCACIA,"100,00",exato
PES-CEBE4E,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-CEBE4E,11588406000153,ANC TECNOLOGIA DA INFORMACAO LTDA,"100,00",exato
PES-D782F2,CASA_CIVIL,PES-D782F2,30105562000160,LOAH SERVICOS EMPRESARIAL LTDA,"100,00",exato
PES-D782F2,SSP,PES-D782F2,30105562000160,LOAH SERVICOS EMPRESARIAL LTDA,"100,00",exato
PES-3EF8A6,FAPEAM,PES-3EF8A6,41350886000180,ATLAS COMERCIO DE MAQUINAS E SERVICOS DE MANUTENCAO LTDA,"100,00",exato
PES-3EF8A6,IDAM,PES-3EF8A6,41350886000180,ATLAS COMERCIO DE MAQUINAS E SERVICOS DE MANUTENCAO LTDA,"100,00",exato
PES-3EF8A6,SEDECTI,PES-3EF8A6,41350886000180,ATLAS COMERCIO DE MAQUINAS E SERVICOS DE MANUTENCAO LTDA,"100,00",exato
PES-7904DA,SEJEL,PES-7904DA,11519176000170,E B SERVICOS EMPRESARIAIS CONSULTORIA E CONSTRUCAO LTDA,"100,00",exato
PES-F6B1E1,SES,PES-F6B1E1,30076119000109,MORAES E MORAES LTDA,"100,00",exato
PES-79558E,DETRAN,PES-79558E,01758477000101,AUTO ESCOLA SABBA LTDA,"100,00",exato
PES-E46B03,POLICIA_CIVIL,PES-E46B03,02751940000148,CARLOS MAGNO DE SOUZA MEDEIROS E CIA LTDA,"100,00",exato
PES-99D898,SES,PES-99D898,23407907000175,CENTRO MEDICO PSICOLOGICO AYRAO LTDA,"100,00",exato
PES-AED7C4,DETRAN,PES-AED7C4,04770620000160,CLIMEP CLINICA MEDICA E PSICOLOGICA LTDA.,"100,00",exato
PES-7949FA,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-7949FA,20428352000150,AUTOESCOLA SANTA CECILIA FORMACAO DE CONDUTORES LTDA,"100,00",exato
PES-DC3080,SES,PES-DC3080,19307972000151,J. M. RIBEIRO MORAIS LTDA,"100,00",exato
PES-E4FCBD,SEJUSC,PES-E4FCBD,39415175000103,"M S DE ARAUJO SERVICOS EM SEGURANCA, LIMPEZA E ALUGUEL DE VEICULOS LTDA","100,00",exato
PES-F151C3,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-F151C3,33761490000106,FREITAS E SANTANA LTDA,"100,00",exato
PES-2DADD4,SES,PES-2DADD4,00561850000169,CLIMEPSI CLINICA MEDICA PSICOLOGICA LTDA,"100,00",exato
PES-3ADF17,SECT,PES-3ADF17,25403331000101,AUTO ESCOLA PRESIDENTE FIGUEIREDO LTDA,"100,00",exato
PES-7949FA,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-7949FA,43368603000153,PSITRANSITO ATIVIDADES PROFISSIONAIS NA AREA DE SAUDE LTDA,"100,00",exato
PES-7C1D74,SES,PES-7C1D74,43120272000138,CLINICA DO TRANSITO BIOHUMAITA LTDA,"100,00",exato
PES-67ACF4,CASA_CIVIL,PES-67ACF4,84664143000198,CASINO CONFECCOES LTDA,"100,00",exato
PES-DDFE20,SES,PES-DDFE20,34914070000177,DEMARCA VIA SINALIZACOES E TECNOLOGIA LTDA,"100,00",exato
PES-F00702,SEAS,PES-F00702,41135471000194,P E P EVENTOS EMPRESARIAIS LTDA,"100,00",exato
PES-1A8E6B,CASA_CIVIL,PES-1A8E6B,84471788000104,"TH - EVENTOS, PASSAGENS E TURISMO LTDA","100,00",exato
PES-D16213,SEFAZ,PES-D16213,15330588000119,AXTRON SERVICOS TECNOLOGICOS LTDA,"100,00",exato
PES-DF3015,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-DF3015,07288667000180,"WSA - SERVICOS, COMERCIO E INDUSTRIA LTDA","100,00",exato
PES-DF3015,SEDUC,PES-DF3015,07288667000180,"WSA - SERVICOS, COMERCIO E INDUSTRIA LTDA","100,00",exato
PES-4CFEA9,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-4CFEA9,04210423000197,OLIVEIRA ENERGIA S.A,"100,00",exato
PES-F301D5,SES,PES-F301D5,04210423000197,OLIVEIRA ENERGIA S.A,"100,00",exato
PES-6A87A7,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-6A87A7,04210423000197,OLIVEIRA ENERGIA S.A,"100,00",exato
PES-F391A4,FHEMOAM,PES-F391A4,21718653000180,ETKETAR SERVICOS DE IMPRESSAO LTDA,"100,00",exato
PES-784142,SEPROR,PES-784142,07030464000190,LEGITIMA SERVICOS DE PROTECAO SEGURANCA E VIGILANCIA PATRIMONIAL LTDA,"100,00",exato
PES-A02BD4,UEA,PES-A02BD4,26782757000178,FUNDACAO UNIVERSITAS DE ESTUDOS AMAZONICOS - F. UEA,"100,00",exato
PES-EC932B,APOSENTADOS_ALEAM 21-21-25-214,PES-EC932B,34534552000100,"EMAN TRANSPORTE, COMERCIO E SERVICO LTDA","100,00",exato
PES-03C0A1,UEA,PES-03C0A1,04435196000106,"M E T INDUSTRIA, COMERCIO E SERVICOS GRAFICOS LTDA","100,00",exato
PES-47577C,CASA_CIVIL,PES-47577C,38281659000136,SOFT INOVACOES INTELIGENTES LTDA,"100,00",exato
PES-47577C,CASA_CIVIL,PES-47577C,48010370000136,MARQUES E SOUZA TECNOLOGIA LTDA,"100,00",exato
PES-217C80,CASA_CIVIL,PES-217C80,04406195000125,COMPANHIA DE SANEAMENTO DO AMAZONAS,"100,00",exato
PES-217C80,DETRAN,PES-217C80,04406195000125,COMPANHIA DE SANEAMENTO DO AMAZONAS,"100,00",exato
PES-F774C6,PROCON,PES-F774C6,40182478000102,COMPANHIA AMAZONENSE DE DESENVOLVIMENTO E MOBILIZACAO DE ATIVOS - CADA,"100,00",exato
PES-F774C6,SEAD,PES-F774C6,40182478000102,COMPANHIA AMAZONENSE DE DESENVOLVIMENTO E MOBILIZACAO DE ATIVOS - CADA,"100,00",exato
PES-F774C6,SECT,PES-F774C6,40182478000102,COMPANHIA AMAZONENSE DE DESENVOLVIMENTO E MOBILIZACAO DE ATIVOS - CADA,"100,00",exato
PES-F774C6,SEJUSC,PES-F774C6,40182478000102,COMPANHIA AMAZONENSE DE DESENVOLVIMENTO E MOBILIZACAO DE ATIVOS - CADA,"100,00",exato
PES-DBB857,SEDUC,PES-DBB857,13471215000213,TEMPUS COMERCIO DE ALIMENTOS DA AMAZONIA LTDA,"100,00",exato
PES-6CB4AF,CASA_CIVIL,PES-6CB4AF,10176902000137,"R2 CONSTRUCAO CIVIL, TECNOLOGIA, LOCACAO E MANUTENCAO PREDIAL LTDA","100,00",exato
PES-6CB4AF,SGVG,PES-6CB4AF,10176902000137,"R2 CONSTRUCAO CIVIL, TECNOLOGIA, LOCACAO E MANUTENCAO PREDIAL LTDA","100,00",exato
PES-15396E,FHAJ,PES-15396E,30249110000152,MV CONSTRUCAO DE EDIFICIOS E SERVICOS DE ARQUITETURA LTDA,"100,00",exato
PES-F0B15E,SECT,PES-F0B15E,02647745000172,ZIP LTDA,"100,00",exato
PES-CB8960,UEA,PES-CB8960,04563672000166,SOCIEDADE FOGAS LTDA,"100,00",exato
PES-B23A10,SEC,PES-B23A10,03570798000103,REMAR INDUSTRIA E COMERCIO LTDA,"100,00",exato
PES-BA7D40,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-BA7D40,04957650000180,AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA,"100,00",exato
PES-067EA2,SEDUC,PES-067EA2,63677827000154,CENTRO DE ASSISTENCIA AO DESENVOLVIMENTO DA CRIANCA LTDA,"100,00",exato
PES-5CF874,AMAZONPREV,PES-5CF874,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-5CF874,CASA_CIVIL,PES-5CF874,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-5CF874,CGE,PES-5CF874,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-5CF874,FMT-AM,PES-5CF874,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-5CF874,PRODAM,PES-5CF874,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-5CF874,SEAD,PES-5CF874,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-F0BAC1,CASA_CIVIL,PES-F0BAC1,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-F0BAC1,SEJUSC,PES-F0BAC1,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-949BC2,CASA_CIVIL,PES-949BC2,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-949BC2,SES,PES-949BC2,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-8D723D,FUNTEC,PES-8D723D,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA,"100,00",exato
PES-3BAD56,CASA_CIVIL,PES-3BAD56,11210708000193,MANAUARA CONVENCOES E ENTRETENIMENTO LTDA,"100,00",exato
PES-59CFE5,POLICIA_CIVIL,PES-59CFE5,17158786000172,MD SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA,"100,00",exato
PES-183448,PM_ATIVOS,PES-183448,30995517000129,Y R R FREITAS SERVICOS DE CONSERVACAO EIRELI,"100,00",exato
PES-683539,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-683539,00368488000104,M C COMERCIO E REPRESENTACOES LTDA,"100,00",exato
PES-E08479,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-E08479,10983300000191,NP DA AMAZONIA COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,"100,00",exato
PES-E08479,SEDUC,PES-E08479,10983300000191,NP DA AMAZONIA COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,"100,00",exato
PES-D9A9FE,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-D9A9FE,10983300000191,NP DA AMAZONIA COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA,"100,00",exato
PES-80B37B,AMAZONPREV,PES-80B37B,01170140000170,FAZENDARIO CLUBE,"100,00",exato
PES-80B37B,SEFAZ,PES-80B37B,01170140000170,FAZENDARIO CLUBE,"100,00",exato
PES-520E3D,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-520E3D,01170140000170,FAZENDARIO CLUBE,"100,00",exato
PES-C098F3,SEDUC,PES-C098F3,60701190000104,ITAU UNIBANCO S.A.,"100,00",exato
PES-91EA20,CBMAM,PES-91EA20,01709972000112,REDE DE RADIO E TELEVISAO TIRADENTES LTDA,"100,00",exato
PES-91EA20,POLICIA_CIVIL,PES-91EA20,01709972000112,REDE DE RADIO E TELEVISAO TIRADENTES LTDA,"100,00",exato
PES-10A234,SEDUC,PES-10A234,59527788000131,ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA,"100,00",exato
PES-7C53D2,SEJEL,PES-7C53D2,59527788000131,ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA,"100,00",exato
PES-206E40,SEDECTI,PES-206E40,08042693000197,IGUANA FESTAS E EVENTOS LTDA,"100,00",exato
PES-067EA2,SEDUC,PES-067EA2,11301060000160,CENTRO DE EDUCACAO PROFISSIONAL LTDA,"100,00",exato
PES-4C9EE7,SEJEL,PES-4C9EE7,18336532000160,PETRA ENGENHARIA E SERVICOS DE APOIO A GESTAO DA SAUDE LTDA,"100,00",exato
PES-B5F64D,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-B5F64D,12447703000141,VANGUARDA SERVICOS DE LIMPEZA LTDA,"100,00",exato
PES-B5F64D,POLICIA_CIVIL,PES-B5F64D,12447703000141,VANGUARDA SERVICOS DE LIMPEZA LTDA,"100,00",exato
PES-59CFE5,POLICIA_CIVIL,PES-59CFE5,04009632000177,LUSTRABITS TECNOLOGIA DA INFORMACAO LTDA,"100,00",exato
PES-08DB54,SEDUC,PES-08DB54,06291321000179,DEPA EMPREENDIMENTOS E PARTICIPACOES DA AMAZONIA LTDA,"100,00",exato
PES-F43328,CSC,PES-F43328,34566463000137,ABEX SERVICOS DE CONSULTORIA EM GESTAO EMPRESARIAL LTDA,"100,00",exato
PES-9FF9E8,SEDUC,PES-9FF9E8,04063643000135,ESTRUTURAL AUDITORES INDEPENDENTES S/S,"100,00",exato
PES-9FF9E8,UEA,PES-9FF9E8,04063643000135,ESTRUTURAL AUDITORES INDEPENDENTES S/S,"100,00",exato
PES-58D90D,FEPIAM,PES-58D90D,09104544000178,AJAM PRODUCOES E EVENTOS LTDA,"100,00",exato
PES-58D90D,IDAM,PES-58D90D,09104544000178,AJAM PRODUCOES E EVENTOS LTDA,"100,00",exato
PES-5A6059,SES,PES-5A6059,12375750000127,F C INSTALACAO E MANUTENCAO ELETRICA LTDA,"100,00",exato
PES-175B35,SEMA,PES-175B35,05914165000192,CARBOXI - INDUSTRIA E COMERCIO DE GASES LTDA.,"100,00",exato
PES-657DD2,SEDUC,PES-657DD2,41518321000160,F. C. P. LEAL E CIA LTDA,"100,00",exato
PES-A8F6C9,FHAJ,PES-A8F6C9,04528386000160,LABORATORIOS REUNIDOS DA AMAZONIA S/A,"100,00",exato
PES-65FC36,SES,PES-65FC36,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-1A2D45,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-1A2D45,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-1A2D45,FCECON,PES-1A2D45,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-48009E,SES,PES-48009E,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-718516,FCECON,PES-718516,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-E0C26A,SES,PES-E0C26A,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-78A419,SES,PES-78A419,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-378B94,FMT-AM,PES-378B94,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-378B94,SES,PES-378B94,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-7EE24E,SES,PES-7EE24E,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-1B81AF,SEDUC,PES-1B81AF,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-D6FBB1,SES,PES-D6FBB1,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-AC63A1,FHEMOAM,PES-AC63A1,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-452324,CBMAM,PES-452324,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-452324,SES,PES-452324,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-D0DEB3,SES,PES-D0DEB3,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-85740E,SES,PES-85740E,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-5459FE,POLICIA_CIVIL,PES-5459FE,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-5459FE,SES,PES-5459FE,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-B34181,SES,PES-B34181,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-ECC96E,SES,PES-ECC96E,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-D530A0,SES,PES-D530A0,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-F36C55,APOSENTADOS_EXECUTIVO 21-21-25-363,PES-F36C55,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-F36C55,SES,PES-F36C55,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-CBF0B9,FHEMOAM,PES-CBF0B9,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-CBF0B9,SES,PES-CBF0B9,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-7DF681,FHAJ,PES-7DF681,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-EC300F,CBMAM,PES-EC300F,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-EC300F,FCECON,PES-EC300F,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-4262D9,SES,PES-4262D9,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-F28695,FHAJ,PES-F28695,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-0E2073,SES,PES-0E2073,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-A43714,SES,PES-A43714,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-D2D33E,SES,PES-D2D33E,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-86C18B,FHAJ,PES-86C18B,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-4C385D,SEDUC,PES-4C385D,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-AED92C,FMT-AM,PES-AED92C,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-504311,SES,PES-504311,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-AD7802,SES,PES-AD7802,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-2A2417,CBMAM,PES-2A2417,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-3CC58D,FHEMOAM,PES-3CC58D,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-CBCE2C,SES,PES-CBCE2C,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-FF24F3,CBMAM,PES-FF24F3,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-B2BA2E,SES,PES-B2BA2E,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-D01F72,FCECON,PES-D01F72,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-D01F72,FHAJ,PES-D01F72,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-F2D38A,POLICIA_CIVIL,PES-F2D38A,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-9375D0,CBMAM,PES-9375D0,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-9375D0,FMT-AM,PES-9375D0,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-490832,SES,PES-490832,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-11E94D,CASA_CIVIL,PES-11E94D,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-2A5AEE,SES,PES-2A5AEE,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-43328B,FMT-AM,PES-43328B,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-D1705D,SES,PES-D1705D,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-200099,SES,PES-200099,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-251A51,FMT-AM,PES-251A51,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
PES-251A51,SES,PES-251A51,04812092000165,INSTITUTO MEDICO DE CLINICA E PEDIATRIA DO ESTADO DO AMAZONAS LTDA,"100,00",exato
