empresaId:ID(Empresa),cnpj,razao_social
23032014000192,23032014000192,T N NETO LTDA
63724470000118,63724470000118,VISAM VIGILANCIA E SEGURANCA DA AMAZONIA LTDA
04561791000180,04561791000180,EMPRESA JORNAL DO COMERCIO LTDA
01950467000165,01950467000165,TUV RHEINLAND DO BRASIL LTDA
63798490000133,63798490000133,LOCAVEL SERVICOS LTDA
07827407000136,07827407000136,M C A CONSTRUTORA LTDA
04196645000100,04196645000100,IMPRENSA NACIONAL
84499755000172,84499755000172,MOVENORTE COMERCIO E REPRESENTACOES LTDA
02734991000161,02734991000161,ELEMENTO SERVICOS EMPRESARIAIS LTDA
15791353000124,15791353000124,PREMIER SERVICOS ADMINISTRATIVOS LTDA
15615817000141,15615817000141,FORTEVIP FORTE VIGILANCIA PRIVADA LTDA
07832566000129,07832566000129,LBC CONSERVADORA E SERVICOS LTDA - FALIDO
03540153000110,03540153000110,MARIUA CONSTRUCAO E ENERGIA LTDA
28629741000155,28629741000155,FIT ADMINISTRADORA LTDA
17065469000101,17065469000101,J C MOURA-ME
17352044000183,17352044000183,LEAO E XAVIER COMERCIO DE INFORMATICA LTDA
21001742000101,21001742000101,EVEREST ARQUITETURA E ENGENHARIA LTDA
00028986000370,00028986000370,ELEVADORES ATLAS SCHINDLER LTDA.
00514015000178,00514015000178,LHT SERVICOS DE MANUTENCAO ELETRICA LTDA
07025586000198,07025586000198,OURO PRETO SERVICOS DE CONSERVACAO LTDA.
34629209000130,34629209000130,SERVEG SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO LTDA
04153748000185,04153748000185,PROCURADORIA GERAL DE JUSTICA DO ESTADO DO AMAZONAS
81243735000903,81243735000903,POSITIVO TECNOLOGIA S.A.
12622988000100,12622988000100,GRUPO CENTRUM CAPACITACAO E EVENTOS LTDA
42857843000159,42857843000159,QUALIZEN CORRETORA DE SEGUROS LTDA.
45030413000157,45030413000157,V R P DE OLIVEIRA COMERCIO DE EQUIPAMENTO MEDICO-HOSPITALAR LTDA
72368012000184,72368012000184,BVQI DO BRASIL SOCIEDADE CERTIFICADORA LTDA
05977429000157,05977429000157,F H COMERCIO DE INFORMATICA E SERVICO DE EQUIPAMENTOS ELETRONICOS LTDA
02037069000115,02037069000115,G REFRIGERACAO COMERCIO E SERVICOS DE REFRIGERACAO LTDA
02163575000150,02163575000150,AUDILINK AUDITORES LTDA
13511850000104,13511850000104,G B DA ROCHA
09598168000115,09598168000115,P S DE ALMEIDA SERVICOS E REPRESENTACOES
05526766000128,05526766000128,GRAFICA E EDITORA VITORIA LTDA
01682761000133,01682761000133,F DE SOUZA COUTINHO
23033673000305,23033673000305,VDL PARTICIPACOES LTDA
08693068000105,08693068000105,MRP EXCELSO SERVICOS E CONSTRUCOES LTDA
63554067000198,63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.
14189252000115,14189252000115,PINTO COMERCIO E SERVICOS DE CARIMBOS E CHAVES LTDA
00604844000141,00604844000141,PEG COMERCIAL LTDA
07781620000154,07781620000154,MORIAH EMPREENDIMENTOS LTDA
84111004000137,84111004000137,TOLEDO CONSULTORIA E PROJETOS LTDA
03132889000159,03132889000159,EFFECTUS PARTICIPACOES LTDA
09077985000128,09077985000128,"ORBI-RH TREINAMENTO, DESENVOLVIMENTO E CONSULTORIA LTDA"
02589559000124,02589559000124,OUVIDORIA GERAL DO ESTADO
27915735000100,27915735000100,NASAJON SISTEMAS LTDA
00767919000105,00767919000105,ACTUARIAL - ASSESSORIA E CONSULTORIA ATUARIAL LTDA
04163171000192,04163171000192,FRAZAO E ROCHA SERVICOS EM TECNOLOGIA DA INFORMACAO E COMERCIO DE ALIMENTOS LTDA
04340513000100,04340513000100,M DA COSTA SERVICOS DE CONTROLE DE PRAGAS LTDA
16502368000198,16502368000198,MH SERVICOS DE CONSERVACAO E LIMPEZA LTDA
00059307000168,00059307000168,AGENDA ASSESSORIA PLANEJAMENTO E INFORMATICA LTDA
62145750000109,62145750000109,FUNDACAO CARLOS ALBERTO VANZOLINI
19451250000176,19451250000176,R MATOS DE OLIVEIRA & CIA LTDA
08202415000150,08202415000150,AHARDS SISTEMAS S/A
10324975000129,10324975000129,ARQUIPIX INDUSTRIA E COMERCIO DE MOVEIS CORPORATIVOS LTDA
00347890000102,00347890000102,M B CONSULTORIA E TREINAMENTO EM PROD E QUALIDADE LTDA
08727098000195,08727098000195,MAIS EMPRESARIAL LTDA
18007154000170,18007154000170,ALL WORK COMERCIAL LTDA
19188733000120,19188733000120,PORTO SEGURO SERVICOS DE VIGILANCIA E SEGURANCA LTDA
23921349000161,23921349000161,VISUAL SISTEMAS ELETRONICOS LTDA
00492578000102,00492578000102,VILA DA BARRA COMERCIO E REPRESENTACOES E SERVICOS DE DEDETIZACAO LTDA
25084798000128,25084798000128,MILLENIUM SEGURANCA E TRANSPORTES DE VALORES LTDA
04542410000115,04542410000115,MANAUS AUTOCENTER LTDA
01659386000100,01659386000100,ICQ-ATZERT LTDA
28726734000171,28726734000171,MAIS VIDA CLINICA MEDICA LTDA
64919541000109,64919541000109,ECONOMATICA SOFTWARE DE APOIO A INVESTIDORES LTDA
30936417000121,30936417000121,LUMA SERVICOS TERCEIRIZADOS LTDA
15820681000101,15820681000101,TOCANTINS INTERMEDIACAO E SERVICO DE RADIO TAXI LTDA
30678880000110,30678880000110,30.678.880 REGINALDO FERREIRA BATISTA
54276936000179,54276936000179,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA
30249110000152,30249110000152,MV CONSTRUCAO DE EDIFICIOS E SERVICOS DE ARQUITETURA LTDA
01373413000184,01373413000184,ERA ENGENHARIA DE REDES DA AMAZONIA LTDA
02423535000109,02423535000109,BLOCKBIT TECNOLOGIA LTDA
42422253000101,42422253000101,EMPRESA DE TECNOLOGIA E INFORMACOES DA PREVIDENCIA S.A. - DATAPREV
23254468000108,23254468000108,MARCIO LUCENA SOCIEDADE INDIVIDUAL DE ADVOCACIA
02647745000172,02647745000172,ZIP LTDA
62652961000138,62652961000138,AGENCIA ESTADO S.A
26341935000125,26341935000125,LDB CONSULTORIA FINANCEIRA LTDA
32646846000190,32646846000190,RAAC AUDITORES E CONSULTORES INDEPENDENTES SOCIEDADE SIMPLES
60746948000112,60746948000112,BANCO BRADESCO S.A.
17119685000192,17119685000192,E L ALVES JUNIOR COMERCIO ATACADISTA DE MATERIAL ELETRICO LTDA
30456523000108,30456523000108,MOSAICO MADEIRAS E MATERIAIS DE CONSTRUCAO LTDA
05773229000182,05773229000182,INSTITUTO TOTUM DE DESENVOLVIMENTO E GESTAO EMPRESARIAL LTDA.
38388390000191,38388390000191,P2 FACILITIES E COMERCIO DE INSUMOS LTDA
29184280000117,29184280000117,ASSOCIACAO BRASILEIRA DE INSTITUICOES DE PREVIDENCIA ESTADUAIS E MUNICIPAIS-ABIPEM
02869624000175,02869624000175,ASSOCIACAO NACIONAL DE ENTIDADES DE PREVIDENCIA DE ESTADOS E MUNICIPIOS - ANEPREM
08675629000143,08675629000143,CONJUR CONSULTORIA EM INFORMACOES OFICIAIS LTDA
04964821000107,04964821000107,COPYMASTER COMERCIO E REPRESENTACOES LTDA
32383672000110,32383672000110,M P LUCAS SERVICOS
29151406000157,29151406000157,OTONI GONGALVES GUIMARAES
02668512000156,02668512000156,H.B. SAUDE S/A.
00360305000104,00360305000104,CAIXA ECONOMICA FEDERAL
01950467000599,01950467000599,TUV RHEINLAND DO BRASIL LTDA
84118256000198,84118256000198,STAR SERVICOS TECNICOS DE AR CONDICIONADO LTDA
34579359000187,34579359000187,SERGIO H A MARTINS
03447983000105,03447983000105,"SUPPORTE ARMAZENAGEM, VENDAS E LOGISTICA INTEGRADA LTDA"
01133801000198,01133801000198,RODIN SERVICOS E CONSERVACAO LTDA
05460050000175,05460050000175,MINALAR AGUA MINERAL DA AMAZONIA LTDA
03665702000182,03665702000182,M DE S HARB LTDA
05846254000149,05846254000149,CENTRO DE EDUCACAO TECNOLOGICA DO AMAZONAS - CETAM
04500373000182,04500373000182,ENGECRIM ENGENHARIA LTDA
03506307000157,03506307000157,TICKET SOLUCOES HDFGT S/A
34525303000140,34525303000140,PROINFO PRODUTOS DE INFORMATICA LTDA
62173620000180,62173620000180,SERASA S.A.
00360648000179,00360648000179,INSTITUTO DE PESOS E MEDIDAS DO ESTADO DO AMAZONAS - IPEM
23031479000129,23031479000129,UNIODONTO MANAUS - COOPERATIVA ODONTOLOGICA LTDA
07937202000103,07937202000103,GAZIL - COMERCIO E SERVICOS DE CONSTRUCAO LTDA
04563672000166,04563672000166,SOCIEDADE FOGAS LTDA
10473923000114,10473923000114,TORRES E TORRES LTDA
03570798000103,03570798000103,REMAR INDUSTRIA E COMERCIO LTDA
10855056000181,10855056000181,ANDRE DE VASCONCELOS GITIRANA
00468700000105,00468700000105,QUALIFARMA PRODUTOS HOSPITALARES LTDA
09307967000195,09307967000195,ADERVAN BATISTA DE ARAUJO FILHO
12983582000152,12983582000152,INVIOLAVEL MANAUS COMERCIO DE EQUIPAMENTOS ELETRONICOS E SERVICOS DE MONITORAMENTO LTDA
00108786009898,00108786009898,NET SERVICOS DE COMUNICACAO S/A
43942358000146,43942358000146,FUNDACAO INSTITUTO DE PESQUISAS ECONOMICAS FIPE
09155925000186,09155925000186,DINAMICA SERVICOS ESPECIALIZADOS E CORRETORA DE SEGUROS LTDA
05767141000158,05767141000158,CENTERMAX SUPRIMENTOS DE INFORMATICA LTDA
07151243000170,07151243000170,ASSOCIACAO DE PAIS E AMIGOS DOS EXCEPCIONAIS DE HUMAITA - APAE DE HUMAITA/AM
15811318000120,15811318000120,MUNICIPIO DE BOCA DO ACRE
01171012000141,01171012000141,INSTITUTO DE DESENVOLVIMENTO AGROPECUARIO E FLORESTAL SUSTENTAVEL DO ESTADO DO AMAZONAS
07347607000191,07347607000191,WAGNER DE ALBUQUERQUE PINTO LTDA
63656292000135,63656292000135,POLICIA MILITAR DO ESTADO DO AMAZONAS
13377686000186,13377686000186,R S T SERVICOS DE CONTROLE DE PRAGAS LTDA
17100925000107,17100925000107,COMERCIAL VIA FORTE LTDA
04153540000166,04153540000166,FUCAPI FUND CENTRO DE ANALISE PESQ E INOV TECNOLOGICA
03104662000108,03104662000108,BAG - BERTOLINI ARMAZENS GERAIS LTDA
04354908000154,04354908000154,EMPRESA DE JORNAIS CALDERARO LIMITADA
04957650000180,04957650000180,AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA
01895905000130,01895905000130,FUNDACAO IBIRAPUERA DE PESQUISAS
00352294002598,00352294002598,EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - INFRAERO
63677827000154,63677827000154,CENTRO DE ASSISTENCIA AO DESENVOLVIMENTO DA CRIANCA LTDA
01554285000175,01554285000175,CERTISIGN CERTIFICADORA DIGITAL S.A
09392548000107,09392548000107,EFIRE MANUTENCAO DE EQUIPAMENTOS CONTRA INCENDIO LTDA
04373163000170,04373163000170,INSPETORIA SALESIANA MISSIONARIA DA AMAZONIA
33372251000156,33372251000156,IBM BRASIL-INDUSTRIA MAQUINAS E SERVICOS LIMITADA
41769803000192,41769803000192,EDITORA FORUM LTDA
07797967000195,07797967000195,NP TECNOLOGIA E GESTAO DE DADOS LTDA
06942524000188,06942524000188,RONNIE MENDES DE MELO
00624961000177,00624961000177,COMPANHIA DE DESENVOLVIMENTO DO EST DO AMAZONAS CIAMA
05959999000114,05959999000114,TRIBUNAL REGIONAL ELEITORAL DO AMAZONAS
03643688000116,03643688000116,REINALDO PEREIRA CASSIANO
11210708000193,11210708000193,MANAUARA CONVENCOES E ENTRETENIMENTO LTDA
13245736000171,13245736000171,GRAFICSET SERVICOS GRAFICOS LTDA
04465209000181,04465209000181,MUNICIPIO DE HUMAITA
05608739000102,05608739000102,INK QUALITY COMERCIO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA
04065033000170,04065033000170,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A
01941754000109,01941754000109,HEXIUM IMPORTADORA E EXPORTADORA LTDA
04635565000104,04635565000104,ENERGY TELECOM COMERCIO E SERVICOS LTDA
11067516000170,11067516000170,ERIKA GOMES BARBOSA DE CARVALHO INSTALACAO ELETRICA
40584096000105,40584096000105,CENTRO DE PESQUISAS EM INFORMATICA LTDA
87958674000181,87958674000181,SECRETARIA DA FAZENDA
04322541000197,04322541000197,CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DO ESTADO DO AMAZONAS
04816658000127,04816658000127,EDITORA ANA CASSIA S.A.
06114935000428,06114935000428,KOMGROUP INDUSTRIAL LTDA
11201568000197,11201568000197,D. A. ANTONY
05641658000104,05641658000104,INSTITUTO DE DESENVOLVIMENTO AMBIENTE AMAZONIA - IDAM
04789557000104,04789557000104,DYNAMIC IDIOMAS LIMITADA
22828470000180,22828470000180,CENTRO DE EDUCACAO EXECUTIVA DO NORTE LTDA
12085470000184,12085470000184,J. H. D. COMERCIO LTDA -
02963980000153,02963980000153,CORPO DE BOMBEIROS MILITAR DO ESTADO DO AMAZONAS - CBMAM
04503249000170,04503249000170,ASSOCIACAO DOS FUNCIONARIOS FISCAIS DO EST DO AMAZONAS
21757744000125,21757744000125,MARIO GONDIM UCHOA FILHO 06590063320
30683536000896,30683536000896,ZILLI ARMAZENS GERAIS S.A.
34563320000171,34563320000171,SOFREIOS COMERCIAL LTDA
12200192000169,12200192000169,SECRETARIA DE ESTADO DA FAZENDA
04262432000121,04262432000121,MUNICIPIO DE COARI
20537526000112,20537526000112,RONIN VIGILANCIA PRIVADA LTDA
17158786000172,17158786000172,MD SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA
81243735001977,81243735001977,POSITIVO TECNOLOGIA S.A.
24660339000182,24660339000182,VIP AUTOMOTIVE SERVICE LTDA
03535902000110,03535902000110,DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA
24191531000177,24191531000177,NOVA SOLUCAO SERVICOS DE TECNOLOGIA LTDA
00721870000150,00721870000150,K M P DE MORAES
07147626000174,07147626000174,"DAF TECH - COMERCIO, SERVICOS E REPRESENTACOES DE PRODUTOS ELETRONICOS LTDA"
04445993000166,04445993000166,H K - COMERCIO E REPRESENTACAO LTDA
59704510000192,59704510000192,TOLEDO DO BRASIL INDUSTRIA DE BALANCAS LTDA
10543720000157,10543720000157,DEUSIMAR M. DA SILVA & CIA LTDA
06103640000103,06103640000103,CONTROLADORIA GERAL DO ESTADO
26527494000150,26527494000150,REOBOTE COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS LTDA
05533935000157,05533935000157,SECRETARIA DE ESTADO DE INFRAESTRUTURA
07141411000146,07141411000146,FUNDACAO DE VIGILANCIA EM SAUDE DO AMAZONAS DRA. ROSEMARY COSTA PINTO
07602404000102,07602404000102,UNIDADE GESTORA DE PROJETOS ESPECIAIS - UGPE
10572014000133,10572014000133,SECRETARIA DA FAZENDA
72381189001001,72381189001001,DELL COMPUTADORES DO BRASIL LTDA
04812509000190,04812509000190,AMAZONAS TRIBUNAL DE JUSTICA
60579703000148,60579703000148,EMPRESA FOLHA DA MANHA S.A.
00965085000142,00965085000142,ETZ INFORMATICA LTDA
15000824000139,15000824000139,AIRPLANE TURISMO LTDA
06928724000186,06928724000186,RESILIENTE COMERCIO E REPRESENTACAO DE ARTIGOS DE EXPEDIENTE LTDA
30995517000129,30995517000129,Y R R FREITAS SERVICOS DE CONSERVACAO EIRELI
28596478000145,28596478000145,INSTITUTO TALENTO AMAZONICO- ITA
04263331000175,04263331000175,MUNICIPIO DE CODAJAS
84122761000106,84122761000106,DOC PAPER LTDA
04034484000140,04034484000140,SECRETARIA DE ESTADO DA FAZENDA - SEFAZ
02593165000140,02593165000140,GARTNER DO BRASIL SERVICOS DE PESQUISAS LTDA.
05555382000133,05555382000133,AOVS SISTEMAS DE INFORMATICA S.A.
08233811000144,08233811000144,ENGETASK - COMERCIO E SERVICOS DE MATERIAIS DE CONSTRUCAO LTDA
17015161000151,17015161000151,FARIAS E BRITO LTDA
07349015000109,07349015000109,RKL COMERCIO DE MATERIAIS ELETRICOS LTDA
37465173000195,37465173000195,AMBIENT CLEAR HIGIENIZACAO DE PREDIOS E DOMICILIOS LTDA
08735744000166,08735744000166,G DA S BESSA
04597340000100,04597340000100,SERVICO AUTONOMO DE AGUA E ESGOTO DE PARINTINS SAAE
66970229000167,66970229000167,CLARO NXT TELECOMUNICACOES S/A
07506509000150,07506509000150,M W F DA SILVA
14855328000102,14855328000102,AGRO RIO COMERCIO E SERVICOS DE RESIDUOS RECICLADOS LTDA
05610079000196,05610079000196,COMPANHIA HUMAITAENSE DE AGUAS E SANEAMENTO BASICO - COHASB
02287757000133,02287757000133,SECRETARIA DE ESTADO DE ADMINISTRACAO E GESTAO
04191219000176,04191219000176,DIOCESE DE HUMAITA
19879388000170,19879388000170,H A MUMBACA
05250796000154,05250796000154,NETWORK SECURE SEGURANCA DA INFORMACAO LTDA
12477490000281,12477490000281,LIDER NOTEBOOKS COMERCIO E SERVICOS LTDA
07649686000195,07649686000195,PROJECT CONSULTORIA E SOLUCOES EMPRESARIAIS LTDA
03984954000174,03984954000174,MN TECNOLOGIA E TREINAMENTO LTDA
19477848000134,19477848000134,PROCURADORIA GERAL DO ESTADO DO AMAZONAS
37249337000147,37249337000147,POPDATA GESTAO EMPRESARIAL LTDA
11894973000138,11894973000138,MAURO MELO RIBEIRO
01590728000850,01590728000850,MICROTECNICA INFORMATICA LTDA
09426466000128,09426466000128,"COMPANHIA DE AGUA, ESGOTO E SANEAMENTO DE COARI - CAESC"
26664015000148,26664015000148,CONTROLADORIA-GERAL DA UNIAO
84636588000164,84636588000164,O S DE SOUZA BARBA EPP
18525828000129,18525828000129,AMZ COMERCIO E SERVICOS DE MAQUINAS LTDA
10793812000195,10793812000195,LS SERVICOS DE INFORMATICA E ELETRONICA LTDA
12086352000190,12086352000190,ESCOLA DE GOVERNO
10609973000186,10609973000186,USINA DE IDEIAS LTDA
08438562000123,08438562000123,B. F. RAMOS DE ALMEIDA
10614075000116,10614075000116,TH MIX LTDA
18519943000190,18519943000190,ROBERTA MIRANDA SANTOS VENDRAMINI
04197166000109,04197166000109,MUNICIPIO DE MANICORE
21969144000120,21969144000120,CABOS E CABOS COMERCIO DE MATERIAIS ELETRICOS LTDA
34528802000190,34528802000190,SERVICO AUTONOMO DE AGUA E ESGOTO DE PRES FIGUEIREDO
01801623000126,01801623000126,SECRETARIA DE ESTADO DE CULTURA - SEC
23127696000117,23127696000117,G T S BUFFET MANAUS LTDA
01330827000126,01330827000126,S. OLIVEIRA RODRIGUES E CIA LTDA
52020064000158,52020064000158,52.020.064 GEORGE ALMEIDA DE ANDRADE
14176788000104,14176788000104,ALADIN COMERCIO E IMPORTACAO DE MATERIAIS ELETRICOS E ELETRONICOS LTDA
04415154000103,04415154000103,CASA DO ELETRICISTA LTDA
05121300000142,05121300000142,VIA AMAZONIA TURISMO E EVENTOS LTDA
00368488000104,00368488000104,M C COMERCIO E REPRESENTACOES LTDA
37872393000133,37872393000133,ACTION MULTISERVICE LTDA
06522265000136,06522265000136,"PONTA NEGRA SOLUCOES, LOGISTICAS E TRANSPORTES LTDA"
02949596000104,02949596000104,PERSIANAS DECORACOES E CONFECCOES LTDA
39411753000125,39411753000125,ALMIR NEVES SERVICOS FUNERARIOS LTDA
43090137000197,43090137000197,M. P. FERREIRA
01288370000139,01288370000139,AMAZON FIVE LTDA
31203469000151,31203469000151,PRATA SERVICOS DE ENGENHARIA LTDA
33943385000180,33943385000180,V N DISTRIBUIDORA DE ELETRODOMESTICOS LTDA
15644666000150,15644666000150,ZF LOG OPERACOES E LOGISTICA LTDA
34562495000164,34562495000164,AMAZON COMERCIO DE PRODUTOS HOSPITALARES LTDA
06293461000186,06293461000186,J T S CORDEIRO LTDA
04946927000170,04946927000170,K2 SERVICOS EMPRESARIAIS LTDA
31499939000176,31499939000176,M.K.R. COMERCIO DE EQUIPAMENTOS LTDA
16640671000157,16640671000157,INDUSTRIA AMAZONENSE DE ALUMINIO LTDA
10983300000191,10983300000191,NP DA AMAZONIA COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA
01334638000121,01334638000121,ATACADAO APUI COMERCIO DE MATERIAL DE CONSTRUCAO LTDA
55153071000116,55153071000116,MANAUS ELETRO LTDA
26804280000184,26804280000184,NOVA RENASCER LTDA
01170140000170,01170140000170,FAZENDARIO CLUBE
19069933000163,19069933000163,WM FIREWORKS SERVICOS DE ORGANIZACOES DE FESTAS LTDA.
55026178000101,55026178000101,AKMOS HEALTH COMERCIO DE SUPLEMENTOS E MATERIAIS DE SAUDE LTDA
05611518000185,05611518000185,SERVICO AUTONOMO DE AGUA E ESGOTO DE RIO PRETO DA EVA
10201713000177,10201713000177,CARTUR COMERCIO LTDA
11573440000154,11573440000154,C.C.R DE OLIVEIRA
07830873000170,07830873000170,A P SARUBBI
35637190000137,35637190000137,A. B. DE ARAUJO
03526252000147,03526252000147,ESTADO DO MARANHAO - SECRETARIA DE ESTADO DA FAZENDA
36685631000139,36685631000139,EDMAR PERRONE JUNIOR LTDA
28245936000100,28245936000100,LOCALEVE SERVICOS DE LOCACAO LTDA
48041410000107,48041410000107,J. GUIMARAES DOS SANTOS
60701190000104,60701190000104,ITAU UNIBANCO S.A.
04628608000116,04628608000116,MUNICIPIO DE TONANTINS
04247441000143,04247441000143,MUNICIPIO DE CANUTAMA
04477782000105,04477782000105,MUNICIPIO DE URUCARA
02038232000164,02038232000164,BANCO COOPERATIVO SICOOB S.A.
01701201000189,01701201000189,KIRTON BANK S.A. - BANCO MULTIPLO
04902979003321,04902979003321,BANCO DA AMAZONIA SA
90400888000142,90400888000142,BANCO SANTANDER (BRASIL) S.A.
04272670000118,04272670000118,MUNICIPIO DE SAO GABRIEL DA CACHOEIRA
04477568000159,04477568000159,MUNICIPIO DE BORBA
04243978000135,04243978000135,MUNICIPIO DE BENJAMIN CONSTANT
04628111000106,04628111000106,MUNICIPIO DE BERURI
04533113000103,04533113000103,MUNICIPIO DE NOVO AIRAO
23006331000134,23006331000134,MUNICIPIO DE CAREIRO DA VARZEA
04274064000131,04274064000131,MUNICIPIO DE MANACAPURU
04329736000169,04329736000169,MUNICIPIO DE PARINTINS
04628418000107,04628418000107,MUNICIPIO DE SAO SEBASTIAO DO UATUMA
00394460005887,00394460005887,MINISTERIO DA FAZENDA
09631559000194,09631559000194,NORTE MERCANTE MAQUINAS E EQUIPAMENTOS LTDA
92753268001003,92753268001003,STEMAC SA GRUPOS GERADORES
10683199000153,10683199000153,AMAZON SISTEMAS DE REFRIGERACAO E INFORMATICA LTDA
78126950000154,78126950000154,MICROSENS S/A
92753268000112,92753268000112,STEMAC SA GRUPOS GERADORES
09636008000113,09636008000113,SIAH COMERCIO E SERVICO DE SOFTWARE DE PROCESSAMENTO DE DADOS LTDA
01516572000190,01516572000190,COMPUSOFTWARE INFORMATICA LTDA
01644731000132,01644731000132,CTIS TECNOLOGIA LTDA
07477679000153,07477679000153,AF CONSTRUTORA LTDA
81243735000148,81243735000148,POSITIVO TECNOLOGIA S.A.
15541465000127,15541465000127,SPARC RIO SERVICOS E PRODUTOS DE INFORMATICA LTDA
03143181000101,03143181000101,CAST INFORMATICA S/A
09137728000215,09137728000215,NTSEC SOLUCOES EM TELEINFORMATICA LTDA
07268152000461,07268152000461,VS DATA COMERCIO & DISTRIBUICAO LTDA
10282714000193,10282714000193,INSTITUTO SOCIAL IRIS
01709972000112,01709972000112,REDE DE RADIO E TELEVISAO TIRADENTES LTDA
08942423000132,08942423000132,ORZIL CURSOS E EVENTOS LTDA
01590728000930,01590728000930,MICROTECNICA INFORMATICA LTDA
04321455000160,04321455000160,"RCI CONSULTING - CONSULTORIA, ADMINISTRACAO E PARTICIPACOES LTDA"
07955535000165,07955535000165,LEME CONSULTORIA EM GESTAO DE RH LTDA.
10813986000172,10813986000172,GESTAO PUBLICA EDITORA E TREINAMENTOS SOCIEDADE LTDA
08368875000152,08368875000152,FORTLINE INDUSTRIA E COMERCIO DE MOVEIS LTDA
39506701000132,39506701000132,IM CONSULTORIA E DESENVOLVIMENTO PROFISSIONAL LTDA
00449824000143,00449824000143,SOFTEXPERT SOFTWARE S.A.
04020426000168,04020426000168,ASSOCIACAO AMAZONENSE DE MUNICIPIOS AAM
03325110000111,03325110000111,M. B. BARROS SERVICOS DE TERCEIRIZACAO DE MAO DE OBRA LTDA
03801841000196,03801841000196,FEDERACAO DAS ASSOCIACOES COMERCIAIS E EMPRESARIAIS DO ESTADO DO AMAZONAS
04307683000185,04307683000185,GEOJA MAPAS DIGITAIS E AEROLEVANTAMENTO LTDA
04470423000126,04470423000126,COMAC IMPORTACAO E EXPORTACAO LTDA
59527788000131,59527788000131,ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA
01133787000122,01133787000122,PARTNERS PARTICIPACOES LTDA
30605830000103,30605830000103,ANJOS DA SEGURANCA AGENTES DE PORTARIA E SEGURANCA ELETRONICA LTDA
12002303000122,12002303000122,JL COMERCIO DE PRODUTOS ELETRONICOS E DIVERSOS LTDA
27306123000101,27306123000101,INFODRIVE TECNOLOGIA COMERCIO E SERVICOS DE INFORMATICA LTDA
09478040000118,09478040000118,TECONTROL - SERVICOS DE CONTROLE DE PRAGAS LTDA
84468636000152,84468636000152,COENCIL EMPREENDIMENTOS IMOBILIARIOS LTDA
05994459000171,05994459000171,SIDIA INSTITUTO DE CIENCIA E TECNOLOGIA
09111789000122,09111789000122,BLR LOGISTICA E TRANSPORTE RODOVIARIO DE CARGA LTDA
07487373000188,07487373000188,C.R.F.DE OLIVEIRA
04322004000147,04322004000147,SERVICO DE APOIO AS MICROS E PEQ EMPRESAS DO AMAZONAS
08042693000197,08042693000197,IGUANA FESTAS E EVENTOS LTDA
10622663000100,10622663000100,"BECIL VIAGENS, TURISMO E TRANSPORTE LTDA"
11623632000128,11623632000128,BEMOBY SOLUCOES EM TECNOLOGIA LTDA
15549061000180,15549061000180,PRINT SOLUCAO EM TECNOLOGIA LTDA
33910895000312,33910895000312,RC TECHNOLOGY AND INTEGRATION LTDA
29270189000114,29270189000114,CENTRO DE ENSINO IEMAC LTDA
41004095000107,41004095000107,C B S SERVICOS DE COMUNICACAO E TECNOLOGIA LTDA
04477642000137,04477642000137,MUNICIPIO DE AUTAZES
34956978000143,34956978000143,INSTITUTO HERMANITOS
04629697000115,04629697000115,MUNICIPIO DE RIO PRETO DA EVA
11301060000160,11301060000160,CENTRO DE EDUCACAO PROFISSIONAL LTDA
49765080000165,49765080000165,49.765.080 PRISCILLA MONTEIRO ALVES
37180632000194,37180632000194,ASTER ENERGIA E TECNOLOGIA LTDA
32902223000130,32902223000130,FORUM NACIONAL DE SECRETARIOS DO TRABALHO
07619698000177,07619698000177,"CONSELHO NACIONAL DE SECRETARIOS ESTADUAIS PARA ASSUNTOS DE CIENCIA, TECNOLOGIA E INOVACAO"
07273545000110,07273545000110,HIGH EMPREENDIMENTOS LTDA
18336532000160,18336532000160,PETRA ENGENHARIA E SERVICOS DE APOIO A GESTAO DA SAUDE LTDA
17265242000100,17265242000100,GEOCURSOS LTDA
04198254000117,04198254000117,MCR SISTEMAS E CONSULTORIA LTDA
04615616000128,04615616000128,"ELEVADORES OK COMERCIO DE PECAS, COMPONENTES E SERVICOS DE ELEVADORES LTDA"
12447703000141,12447703000141,VANGUARDA SERVICOS DE LIMPEZA LTDA
08516802000160,08516802000160,P'RA ARQUIVAR SERVICOS ADMINISTRATIVOS DE ORGANIZACAO DE ARQUIVOS LTDA
04009632000177,04009632000177,LUSTRABITS TECNOLOGIA DA INFORMACAO LTDA
