empresaId:ID(Empresa),cnpj,razao_social
14848278000128,14848278000128,OLIVEIRA E SANTOS CONSULTORIA EMPRESARIAL LTDA
35255344000126,35255344000126,JK COMERCIO DE FERRAMENTAS LTDA
03774156000118,03774156000118,BRASMAN INDUSTRIA COMERCIO DE SANEANTES LTDA
52823609000164,52823609000164,A. MARIA SILVEIRA DE OLIVEIRA LTDA
16457689000118,16457689000118,PARIS CONSTRUCOES E LOCACOES LTDA
57771113000108,57771113000108,GSO COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
01582697000119,01582697000119,PROGEL COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
18143674000100,18143674000100,A DE AQUINO FURTADO LTDA
59030967000169,59030967000169,J. C. DA S. S.
16799920000151,16799920000151,RS COMERCIO ATACADISTA DE ARTIGOS DE INFORMATICA LTDA
14102189000138,14102189000138,A. C. LOGISTICA E DISTRIBUIDORA LTDA
61246411000156,61246411000156,JUSA COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
38487497000197,38487497000197,W. DA S. PAES
07167773000106,07167773000106,SCCAL LIMPEZA E SERVICOS LTDA
49394143000114,49394143000114,SATURNO SUPRIMENTO INDUSTRIAIS LTDA
04964379000100,04964379000100,SCAN MEDICA INSTRUMENTOS CIENTIFICOS LTDA
15790215000120,15790215000120,LABORATORIO DE ANALISES CLINICAS ARNALDO OLIVEIRA S/A
05193500000100,05193500000100,CONSTRUMAIS CONSTRUCOES E SERVICOS LTDA
33922040000140,33922040000140,MKSC SERVICOS DE ENGENHARIA LTDA
62242192000108,62242192000108,BARROS BRANDAO E ADVOGADOS ASSOCIADOS
27390521000159,27390521000159,NUTRIBENI COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
15751924000105,15751924000105,R D CONSTRUCOES E SERVICOS HOSPITALARES LTDA
47522387000100,47522387000100,AJTECH MONITORAMENTO DE SISTEMAS LTDA
43512101000154,43512101000154,RIBEIRO COMERCIO DE MATERIAIS E SERVICOS ESPECIALIZADOS LTDA
84513290000167,84513290000167,CONSERGE CONSTRUCAO E SERVICOS GERAIS LTDA
02328024000108,02328024000108,MANUMED COMERCIO E SERVICOS DE MAQUINAS E EQUIPAMENTOS LTDA
26397970000166,26397970000166,MFX SERVICOS EM REDES DE ENERGIA LTDA
14332485000125,14332485000125,IMED COMERCIO DE MEDICAMENTOS LTDA
08395214000116,08395214000116,PLANORTE CONSTRUCAO E MANUTENCAO TECNICA LTDA
47132347000151,47132347000151,PAES E LEME SERVICOS DE INSTALACOES LTDA
29106003000196,29106003000196,ABMG SERVICOS DE MANUTENCAO E REPARACAO DE EQUIPAMENTOS LTDA
13741966000121,13741966000121,W L COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
09138064000128,09138064000128,FIAPOTEC DA AMAZONIA LTDA
24599452000108,24599452000108,CRISTIANA FREITAS MIRANDA LIMA
37866031000130,37866031000130,INSTITUTO YACURI DA AMAZONIA
36140106000138,36140106000138,INOVE SUPORTE TECNICO DE SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA
33976657000148,33976657000148,W P MOURA LTDA
19454459000193,19454459000193,H. R. MELO ME
21315828000109,21315828000109,BYTE CONNECT TECNOLOGIA DA INFORMACAO LTDA
40205176000102,40205176000102,A A GONCZAROWSKA FILHO LTDA
06126315000166,06126315000166,RSC SERVICOS CONTABEIS & ADUANEIROS LTDA
09053134000145,09053134000145,ELFA MEDICAMENTOS S.A
84487131000135,84487131000135,MAPEMI - BRASIL MATERIAIS MEDICOS E ODONTOLOGICOS LTDA
03959540000195,03959540000195,KEMMI PHARMA LTDA
05750635000120,05750635000120,M T PORTO COMERCIO E REPRESENTACOES LTDA
07907636000160,07907636000160,MAZAMBONI ENGENHARIA LTDA
26921908000121,26921908000121,HOSPFAR INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES S.A.
65076671000181,65076671000181,GAMAPHARMA COMERCIO LTDA
49324221000104,49324221000104,FRESENIUS KABI BRASIL LTDA.
06234797000178,06234797000178,EXPRESSA DISTRIBUIDORA DE MEDICAMENTOS LTDA
02844344000102,02844344000102,FUNDACAO AMAZONICA DE AMPARO A PESQUISA E DESENVOLVIMENTO TECNOLOGICO DESEMBARGADOR PAULO DOS ANJOS FEITOZA
33009945000204,33009945000204,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A
08901145000175,08901145000175,RIOSOL FARMA E HOSPITALAR LTDA
09355928000163,09355928000163,S M COMERCIO DE PRODUTOS FARMACEUTICOS LTDA.
00085822000112,00085822000112,ESPECIFARMA COM DE MEDICAMENTOS E PRO HOSPITALARES LTDA
54516661002732,54516661002732,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA.
01490595000173,01490595000173,DIAGNOCEL COMERCIO E REPRESENTACOES LTDA
05460027000180,05460027000180,S. PEREIRA DA SILVA LTDA
06629745000109,06629745000109,NOVAFARMA INDUSTRIA FARMACEUTICA LTDA
58426628000133,58426628000133,SAMTRONIC INDUSTRIA E COMERCIO LTDA
08401564000148,08401564000148,DROGUISTAS POTIGUARES REUNIDOS LTDA
33009945002339,33009945002339,PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A
84521053000148,84521053000148,TAPAJOS COMERCIO DE MEDICAMENTOS LTDA
02981566000177,02981566000177,BRAINLAB LTDA
02535707000128,02535707000128,DRAGER INDUSTRIA E COMERCIO LTDA.
15244447000183,15244447000183,COOPERATIVA DE TRABALHO DOS TECNICOS E TECNOLOGOS EM RADIOLOGIA DE MANAUS - RADIOCOOP
00326148000110,00326148000110,JAV MED TECNOLOGIA EM ELETRO ELETRONICOS LTDA
04366858000125,04366858000125,CDMI CLINICA DE DIAGNOSTICO MEDICO POR IMAGEM NOSSA SENHORA DE LOURDES LTDA
54611678000130,54611678000130,WEM EQUIPAMENTOS ELETRONICOS LTDA
92753268005262,92753268005262,STEMAC SA GRUPOS GERADORES
01226449000135,01226449000135,UNIFISICA-FISICA DE RADIACOES LTDA
02924243000141,02924243000141,TURIN CONSTRUCOES LIMITADA
05218314000189,05218314000189,CRYO SERVICE LTDA
03009915000156,03009915000156,VARIAN MEDICAL SYSTEMS BRASIL LTDA.
10871714000129,10871714000129,CLINICA DE IMAGEM MOLECULAR DO AMAZONAS LTDA.
03082257000128,03082257000128,I. DE C. PINHEIRO
02198534000108,02198534000108,LABORATORIO DE PATOLOGIA BACCHI LTDA
05823732000103,05823732000103,L. L. TAPAJOS SERVICOS MEDICOS LTDA
00297514000150,00297514000150,PROTESYSTEM ENGENHARIA E COMERCIO LTDA
20888797000112,20888797000112,TOTAL SAUDE SERVICOS MEDICOS E ODONTOLOGICOS LTDA
33250713000162,33250713000162,H STRATTNER E CIA LTDA
81887838000736,81887838000736,CM PFS HOSPITALAR S.A.
44734671000151,44734671000151,CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA
21895020000148,21895020000148,CENTRAL DISTRIBUIDORA DE MEDICAMENTOS LTDA.
10893674000116,10893674000116,DIMPI GESTAO EM SAUDE LTDA
03217520000149,03217520000149,LABORATORIO COLPAT LTDA
05970054000101,05970054000101,HOSSOKAWA COMERCIO E REPRESENTACAO DE PRODUTOS DE HIGIENE E LIMPEZA LTDA
05712722000192,05712722000192,VARIAN MEDICAL SYSTEMS INC
21297758000103,21297758000103,PRO SAUDE DISTRIBUIDORA DE MEDICAMENTOS LTDA
04162606000184,04162606000184,MARCO AURELIO DE MELLO FERREIRA
22236840000190,22236840000190,TECNOARTE DA AMAZONIA CONSTRUCAO CIVIL LTDA
34755614000103,34755614000103,C R DOS SANTOS LTDA
14878002000192,14878002000192,EMANUEL FERNANDES LOPES
39879126000385,39879126000385,RC GESTAO EMPRESARIAL LTDA
56998982003122,56998982003122,BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.
04307650001298,04307650001298,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.
36207555000156,36207555000156,GSTEC REFORMAS E MANUTENCAO PREDIAL LTDA
04537410000127,04537410000127,BIOLIMPO LTDA
09156008000116,09156008000116,BIOTARGETING REPRESENTACOES E COMERCIO DE PRODUTOS PARA SAUDE LTDA
59650556000176,59650556000176,MACOM INSTRUMENTAL CIRURGICO INDUSTRIA LTDA
84462209000167,84462209000167,SYRIA ENGENHARIA E CONSTRUCAO LTDA
05204514000182,05204514000182,NASSER INDUSTRIA E COMERCIO DE CONFECCOES LTDA
13806546000186,13806546000186,SIMONETO COMERCIO ATACADISTA DE MATERIAIS DE CONSTRUCAO LTDA
03916159000149,03916159000149,MEDINTEC LATIN AMERICA LTDA
21540360000156,21540360000156,A DE CASTRO AMORA LTDA
04307650002502,04307650002502,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.
11635171000103,11635171000103,TAKEDA DISTRIBUIDORA LTDA.
41340009000129,41340009000129,VERIS PRODUTOS PARA SAUDE LTDA
09639773000197,09639773000197,IEX COMISSARIA DE DESPACHOS E ASSESSORIA ADUANEIRA LTDA
03062090000133,03062090000133,MED - CARE COMERCIO DE MATERIAIS MEDICOS LTDA
04307650000305,04307650000305,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.
40520120000134,40520120000134,ENTULHO MANAUS COLETA DE RESIDUOS LTDA
42564045000139,42564045000139,NEW ENGENHARIA E MATERIAIS DE CONSTRUCOES LTDA
18234459000115,18234459000115,MEDIXX COMERCIO E SERVICOS PARA SAUDE LTDA.
31581699000154,31581699000154,W SERVEN COMERCIO DE PRODUTOS DE PAPELARIA E INFORMATICA LTDA
73302879000108,73302879000108,PROGRAMA NACIONAL DE CONTROLE DE QUALIDADE LTDA
16755513000142,16755513000142,GL COMERCIO E DISTRIBUICAO LTDA
11735586000159,11735586000159,FUNDACAO DE APOIO AO DESENVOLVIMENTO DA UNIVERSIDADE FEDERAL DE PERNAMBUCO
08822613000116,08822613000116,INTERSISTEMAS SERVICOS EM TECNOLOGIA LTDA
60318797000100,60318797000100,ASTRAZENECA DO BRASIL LTDA.
25220422000101,25220422000101,NEUROLIFE CLINICA DE NEUROLOGIA E NEUROFISIOLOGIA SOCIEDADE SIMPLES
42258015000102,42258015000102,HAWKTECH SERVICOS EM TECNOLOGIA LTDA
63067904000235,63067904000235,LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTDA
47139315000188,47139315000188,PRINT SERVICE COMERCIO DE PRODUTOS DE INFORMATICA E SERVICOS GRAFICOS LTDA
41742717000196,41742717000196,ASTATO ASSISTENCIA TECNICA LTDA
58108458000149,58108458000149,DUNORTE SERVICOS DE LIMPEZA LTDA
23025364000121,23025364000121,LUPA ANALISES BROMATOLOGICAS LTDA
18537174000153,18537174000153,PJS COMERCIO DE PECAS LTDA
07041060000100,07041060000100,METROBRAS - METROLOGIA DAS RADIACOES IONIZANTES LTDA
37981565000107,37981565000107,L P DO VALLE COMERCIO E FABRICACAO DE ROUPAS LTDA
63662514000122,63662514000122,WHG TECNOLOGIA LTDA
04761175000172,04761175000172,WEY CONSULTORIA DE GESTAO LTDA
04740876000125,04740876000125,ALELO S.A.
06145976000139,06145976000139,BIOMETRIX DIAGNOSTICA LTDA
11105408000144,11105408000144,F.F. CONTROLE E CERTIFICACAO LTDA
13312341000144,13312341000144,NORTE MINAS SERVICOS HOSPITALARES LTDA
11428962000162,11428962000162,DOCE CRISTAL COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
07647251000101,07647251000101,ALSCIENCE ENGENHARIA E REPRESENTACOES LTDA
12887200000197,12887200000197,IMPERIAL COMERCIO DE CONFECCAO E SERVICO DE CONSERVACAO LTDA
08076127000600,08076127000600,FARMA-RAPIDA MEDICAMENTOS E MATERIAIS ESPECIAIS S.A
06072099000113,06072099000113,CONSTRUTORA ALFA LTDA
15770795000194,15770795000194,TUKANO VIAGENS E TURISMO LTDA
06081203000136,06081203000136,HOSP - LOG COMERCIO DE PRODUTOS HOSPITALARES LTDA
09053134000226,09053134000226,ELFA MEDICAMENTOS S.A
05502281000102,05502281000102,TECON TECNOLOGIA EM CONSTRUCOES LTDA
10953929000199,10953929000199,E. V. PERDIGAO
09222739000112,09222739000112,K. P. OLIVEIRA & CIA LTDA
47334701000120,47334701000120,REM INDUSTRIA E COMERCIO LTDA. - EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL
01299509000140,01299509000140,BIOMEDICA EQUIPAMENTOS E SUPRIMENTOS HOSPITALARES LTDA
67729178000491,67729178000491,COMERCIAL CIRURGICA RIOCLARENSE LTDA
14969373000180,14969373000180,JCF COMERCIO DE PESCADOS E FRIOS LTDA
14899609000159,14899609000159,AZUELOS E SARAIVA COMERCIO DE CONFECCOES LTDA
29511607000118,29511607000118,CONTROL LAB CONTROLE DE QUALIDADE P LABORATORIOS LTDA
07812105000194,07812105000194,CENTRAL DISTRIBUIDORA DE MEDICAMENTOS LTDA
02483928000108,02483928000108,MAJELA HOSPITALAR LTDA
58430828000160,58430828000160,BLAU FARMACEUTICA S.A.
34570820000130,34570820000130,FUNDACAO CENTRO DE CONTROLE DE ONCOLOGIA
07741892000120,07741892000120,CONSTRUTORA RIO NEGRO LTDA
09601850000110,09601850000110,HOSPITAL MILITAR DE AREA DE MANAUS
00697295007533,00697295007533,SECRETARIA DE ESTADO DA SAUDE - SUSAM
00697295007703,00697295007703,SECRETARIA DE ESTADO DA SAUDE - SUSAM
00697295000288,00697295000288,SECRETARIA DE ESTADO DA SAUDE - SUSAM
00697295001179,00697295001179,SECRETARIA DE ESTADO DA SAUDE - SUSAM
00697295006642,00697295006642,SECRETARIA DE ESTADO DA SAUDE - SUSAM
11729421000174,11729421000174,INSTITUTO DA MULHER
05133495000140,05133495000140,VIRTUAL SISTEMAS DE IMPRESSAO LTDA
23732890000121,23732890000121,UNIMED DE MANAUS EMPREENDIMENTOS S.A - EM RECUPERACAO JUDICIAL
08573386000132,08573386000132,MATERNIDADE DE REFERENCIA DA ZONA LESTE DE MANAUS - ANA BRAGA
08596794000100,08596794000100,NELL ENGENHARIA LTDA
07039988000141,07039988000141,H A DE AGUIAR LTDA
11639889000178,11639889000178,T R ENGENHARIA LTDA
04612990000170,04612990000170,UNIMED DE MANAUS COOPERATIVA DE TRABALHO MEDICO LTDA
12544921000102,12544921000102,HYBRIDA PRODUTOS HOSPITALARES LTDA
18520715000130,18520715000130,SCAN DIAGNOSTICA INDUSTRIA E COMERCIO LTDA
20584416000101,20584416000101,UNIMEV COOPERATIVA DE TRABALHO DE MEDICOS VETERINARIOS DO ESTADO DO AMAZONAS
10412766000137,10412766000137,MULTILAB ANALISES TECNICAS LTDA
05924312000105,05924312000105,GRUPO DE APOIO A PORTADORES DE DOENCAS ONCO-HEMATOLOGICAS RAIO DE SOL
04356697000199,04356697000199,VIA CERTA INDUSTRIA E COMERCIO DE SANEANTES LTDA
15126437001115,15126437001115,EMPRESA BRASILEIRA DE SERVICOS HOSPITALARES - EBSERH
00697295006138,00697295006138,SECRETARIA DE ESTADO DA SAUDE - SUSAM
10592249000197,10592249000197,HOSPITAL DE ISOLAMENTO CHAPOT PREVOST
00921741000105,00921741000105,PRX CONSTRUTORA LTDA
00697295004780,00697295004780,SECRETARIA DE ESTADO DA SAUDE - SUSAM
00394429009671,00394429009671,COMANDO DA AERONAUTICA
07649419000118,07649419000118,CONSTRUTORA MERCURE LTDA
26286743000163,26286743000163,G - TECH INSTACOES E MANUTENCAO DE MAQUINAS E EQUIPAMENTOS LTDA
02887124000166,02887124000166,ECKERT & ZIEGLER BRASIL COMERCIAL LTDA.
26814501000103,26814501000103,TOWER SERVICOS TERCEIRIZADOS LTDA
33781055000135,33781055000135,FUNDACAO OSWALDO CRUZ
40432544064544,40432544064544,CLARO S.A.
03188198000509,03188198000509,BIO-RAD LABORATORIOS BRASIL LTDA.
07830873000251,07830873000251,A P SARUBBI
50723774000119,50723774000119,SERVICOS DE HEMATOLOGIA E HEMOTERAPIA LTDA
30317591000196,30317591000196,BIOETE DA AMAZONIA LTDA
06168092000108,06168092000108,FUNDACAO HOSPITAL ADRIANO JORGE
29984201000152,29984201000152,SERVIMAX SERVICOS DE APOIO ADMINISTRATIVOS LTDA
34507590000165,34507590000165,QUIMITEC TECNOLOGIA QUIMICA LTDA
10394570000167,10394570000167,DNE- COMERCIO DE PRODUTOS LABORATORIAIS LTDA
07073210000159,07073210000159,VIMED COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES LTDA
36438253000199,36438253000199,FRANCOISE PALOMA G M DE LIMA
04159778000107,04159778000107,SAMEL SERVICOS DE ASSISTENCIA MEDICO HOSPITALAR LTDA
21052716000102,21052716000102,BIOSAFE BRASIL DISTRIBUIDORA LTDA
18361095000134,18361095000134,MARAK CONSTRUCOES E SERVICOS DE MANUTENCAO ELETRICA LTDA
67774679000147,67774679000147,NOVA ANALITICA IMPORTACAO E EXPORTACAO LTDA
27027138000130,27027138000130,ASSOCIACAO DOS ROTARY CLUBS DO DISTRITO 4.720 DE ROTARY INTERNACIONAL
28911309000152,28911309000152,ASCLE BRASIL LTDA
04307650001530,04307650001530,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.
07484373000124,07484373000124,UNI HOSPITALAR LTDA
11224757000185,11224757000185,G2 PRODUTOS MEDICOS HOSPITALARES LTDA
00427698000126,00427698000126,LABORSUL COMERCIO DE MATERIAIS CIENTIFICOS LTDA
21245455000147,21245455000147,FUNDACAO HOSPITAL DO CORACAO FRANCISCA MENDES
12361267011209,12361267011209,ULTRA SOM SERVICOS MEDICOS S.A.
04461836000144,04461836000144,MANAUS SECRETARIA MUNICIPAL DE SAUDE
12361267015034,12361267015034,ULTRA SOM SERVICOS MEDICOS S.A.
02887124000247,02887124000247,ECKERT & ZIEGLER BRASIL COMERCIAL LTDA.
12544921000285,12544921000285,HYBRIDA PRODUTOS HOSPITALARES LTDA
00697295009072,00697295009072,SECRETARIA DE ESTADO DA SAUDE - SUSAM
00697295001764,00697295001764,SECRETARIA DE ESTADO DA SAUDE - SUSAM
09634524000109,09634524000109,HOSPITAL E PRONTO SOCORRO DR JOAO LUCIO PEREIRA MACHADO
17174657000178,17174657000178,HYPOFARMA INSTITUTO DE HYPODERMIA E FARMACIA LTDA
31673254001095,31673254001095,LABORATORIOS B BRAUN SA
01571702000198,01571702000198,HALEX ISTAR INDUSTRIA FARMACEUTICA SA
65817900000171,65817900000171,AGLON COMERCIO E REPRESENTACOES LTDA
21551379002141,21551379002141,BECTON DICKINSON INDUSTRIAS CIRURGICAS LTDA
43533545000176,43533545000176,ASSOCIACAO INSTITUTO PICANCO
05285751000115,05285751000115,BIOQUALY COMERCIO DE PRODUTOS HOSPITALARES LTDA
00697295007967,00697295007967,SECRETARIA DE ESTADO DA SAUDE - SUSAM
25211499000107,25211499000107,MEDCOM COMERCIO DE MEDICAMENTOS HOSPITALARES LTDA
37296014000104,37296014000104,GRIPPA CONSTRUCOES E SERVICOS EMPRESARIAIS LTDA
41175980000140,41175980000140,INSTITUTO DE RADIOPROTECAO E FISICA MEDICA LTDA
50615065000110,50615065000110,"VAP FESTAS, EVENTOS, ESPECTACULOS E COBERTURAS DE USO TEMPORARIO LTDA"
04941705000164,04941705000164,N F COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
43789937000109,43789937000109,PARANA ETIQUETAS LTDA
49324221000880,49324221000880,FRESENIUS KABI BRASIL LTDA.
04378537000140,04378537000140,M BRAZAO DA SILVA
43237334000196,43237334000196,INSTITUTO TODOS PELA SAUDE
04645160000149,04645160000149,MOBIUS LIFE SCIENCE INDUSTRIA E COMERCIO DE PRODUTOS PARA LABORATORIOS LTDA
02513899000414,02513899000414,GRIFOLS BRASIL LTDA
21776583000117,21776583000117,Q L SERVICOS ADMINISTRATIVOS LTDA
34389291000173,34389291000173,E C ALVES COMERCIO DE MEDICAMENTOS E REPRESENTACAO LTDA
35753111000153,35753111000153,NORD PRODUTOS EM SAUDE LTDA
38412948000127,38412948000127,UNIKA DISTRIBUIDORA DE MEDICAMENTOS LTDA
30010486000100,30010486000100,GRA REPRESENTACOES COMERCIO E PRESTACAO DE SERVICOS HOSPITALARES LTDA
23484444000145,23484444000145,3F LTDA
32879487000110,32879487000110,AGNALDO LIMA DO NASCIMENTO
01107391001263,01107391001263,SUPPORT PRODUTOS NUTRICIONAIS LTDA
34534869000138,34534869000138,JOSE HAROLDO GEMAQUE FERREIRA
22615333000168,22615333000168,MB CONSULTORIA E PROJETOS AMBIENTAIS LTDA
54607178000124,54607178000124,FRANSLEY RODRIGUES DA SILVA LTDA
60665981000975,60665981000975,UNIAO QUIMICA FARMACEUTICA NACIONAL S A
08175591000140,08175591000140,TOTALCAD COMERCIO E SERVICOS EM INFORMATICA LTDA
08647266000132,08647266000132,BIOCORE COMERCIO E REPRESENTACOES DE PRODUTOS HOSPITALARES E LABORATORIAIS LTDA
04307650002855,04307650002855,ONCO PROD DISTRIBUIDORA DE PRODUTOS HOSPITALARES E ONCOLOGICOS LTDA.
38048718000120,38048718000120,"FC NORTE COMERCIO DE MAQUINAS, EQUIPAMENTOS E LOCACAO DE ESTRUTURAS LTDA"
06219148000106,06219148000106,IBUR NEGOCIOS E SERVICOS LTDA
63554067014571,63554067014571,HAPVIDA ASSISTENCIA MEDICA S.A.
63554067014652,63554067014652,HAPVIDA ASSISTENCIA MEDICA S.A.
63554067015039,63554067015039,HAPVIDA ASSISTENCIA MEDICA S.A.
12420164003687,12420164003687,CM HOSPITALAR S.A.
04848254000115,04848254000115,M.S CONTROLE INTEGRADO DE PRAGAS LTDA
00976252000150,00976252000150,JM COMERCIO DE EQUIPAMENTOS E SERVICOS EM TELECOMUNICACOES LTDA
01334250000120,01334250000120,QIAGEN BIOTECNOLOGIA BRASIL LTDA.
84120328000131,84120328000131,JUMAR INDUSTRIA COMERCIO E SERVICOS METALURGICOS LTDA
05377983000101,05377983000101,CONSPLAC CONSTRUCAO LTDA
34597955000190,34597955000190,WHITE MARTINS GASES INDUSTRIAIS DO NORTE LTDA.
78082724000119,78082724000119,EASY FARMA COMERCIO DE MEDICAMENTOS E MATERIAIS MEDICOS ESPECIAIS LTDA
05606260000129,05606260000129,DANILU CONSTRUCOES LTDA
04537818000107,04537818000107,R C JEFFRES PEREIRA COMERCIO
11162645000147,11162645000147,FSB CONSTRUCOES E INCORPORACOES LTDA
21266370000145,21266370000145,A L T SERVICOS DIVERSOS E COMERCIO DE MERCADORIAS LTDA
15805492000160,15805492000160,CONSTRUTORA ALMEIDA LTDA
00828864000104,00828864000104,M. P. S DE SOUZA GOMES MATUTE
13768347000120,13768347000120,PRISCILA REGINA VASQUEZ 73652393287
33146474000103,33146474000103,WELLINGTON ALVES DA SILVA LTDA
17171798000307,17171798000307,MP ASSISTENCIA TECNICA EM EQUIPAMENTOS ODONTO MEDICOS HOSPITALARES E LABORATORIAIS LTDA
52201456000113,52201456000113,LEICA DO BRASIL IMPORTACAO E COMERCIO LTDA.
07498099000142,07498099000142,ECO LIFE CONSTRUCOES E COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA
24698829000178,24698829000178,CONSGRAF CONSTRUCOES E IMPRESSOES LTDA
29270470000157,29270470000157,EXECU TECH LTDA
04013835000137,04013835000137,LABORATORIO DIESEL MANAUS LTDA
11737546000146,11737546000146,RD COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
04612463000165,04612463000165,D RODRIGUES DE OLIVEIRA
07795609000143,07795609000143,BIOSAFE - BIOSSEGURANCA DO BRASIL LTDA
23035819000190,23035819000190,VITORIA REGIA INDUSTRIA COMERCIO E CONSTRUCOES LTDA
63630792000106,63630792000106,VEMA CONSTRUCOES E COMERCIO LTDA
03211236000165,03211236000165,IIN TECNOLOGIAS LTDA
00470242000149,00470242000149,RENOVO CONSTRUCOES LTDA
02556167000169,02556167000169,CONSTRUTORA CARRAMANHO LTDA
05460308000133,05460308000133,CHECK UP HOSPITAL LTDA.
06219583000122,06219583000122,CONSTRUTORA PROGRESSO LTDA
97369128000169,97369128000169,M B COMERCIO DE MATERIAL HOSPITALAR LTDA
04981038000143,04981038000143,OPTICAL COMERCIO E SERVICOS LTDA
49074412000165,49074412000165,NEC LATIN AMERICA S.A.
06955770000174,06955770000174,R MORAES AGENCIA DE TURISMO LTDA
04177635000110,04177635000110,E D K COMERCIAL E SERVICOS LTDA
08165378000157,08165378000157,CRIATIVA SERVICOS DE LIMPEZA E CONSERVACAO LTDA
30546640000162,30546640000162,ENGEPRO ENGENHARIA E PROJETOS LTDA
12934157000335,12934157000335,NUTRI INFINITY COMERCIO DE PRODUTOS FARMACEUTICOS E SERVICOS HOSPITALARES LTDA
00778102000132,00778102000132,AGUIAR MEDICAL LTDA
03010937000136,03010937000136,EPPENDORF DO BRASIL LTDA
21675420000148,21675420000148,ELETROMAG INDUSTRIA E COMERCIO DE MATERIAL ELETRICO E SERVICOS DE ENGENHARIA LTDA
44459504000140,44459504000140,D A MAGALHAES CONSTRUTORA LTDA
06997366000163,06997366000163,FIGUEIREDO COMERCIO DE PRODUTOS HOSPITALARES E SERVICOS DE CONSTRUCAO LTDA
46844242000162,46844242000162,F. G. DA C. PARAIZO LTDA
30106351000142,30106351000142,INVENTORS ENGENHARIA E REPRESENTACAO LTDA
46697718000180,46697718000180,DIGITECH OCUPACIONAL LTDA
17515791000195,17515791000195,LDA SERVICOS EM TECNOLOGIA DA INFORMACAO LTDA
71170344000197,71170344000197,MEDIC SYSTEM LTDA
07002721000180,07002721000180,JV MEDIC COMERCIO DE PRODUTOS HOSPITALARES LTDA
62609193000130,62609193000130,BRUMED MEDICAL LTDA
63717045000100,63717045000100,ELETRON ENGENHARIA LTDA
14930339000100,14930339000100,"CADOM - CIRURGIA DO APARELHO DIGESTIVO, BARIATRICA, METABOLICA LTDA."
07443753000110,07443753000110,K. E. COMERCIO DE PRODUTOS MEDICOS E HOSPITALARES LTDA
13327494000165,13327494000165,L S COMERCIO DE ALIMENTICIOS E SERVICOS EMPRESARIAIS LTDA
09385040000173,09385040000173,SUPER G - TRANSPORTE E LOCACAO DE EQUIPAMENTOS INDUSTRIAIS LTDA
17232983000194,17232983000194,ISAM INSTITUTO DE SAUDE DA AMAZONIA S/S LTDA
08316558000192,08316558000192,DOMUM CONSTRUCAO LTDA
54516661000101,54516661000101,JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA.
01159082000184,01159082000184,DINAMICA DA AMAZONIA INFORMATICA LTDA
10905312000106,10905312000106,INTERVEN COMERCIO DE PRODUTOS MEDICOS LTDA
09158222000101,09158222000101,TELESCA COMERCIO DE MATERIAIS HOSPITALAR LTDA
21921393000308,21921393000308,ORTHO CLINICAL DIAGNOSTICS DO BRASIL PRODUTOS PARA SAUDE LTDA.
51207041000194,51207041000194,EQUIPAMED EQUIPAMENTOS MEDICOS LTDA
57532343000114,57532343000114,LM FARMA INDUSTRIA E COMERCIO LTDA
19913488000176,19913488000176,H2R DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA
36967328000129,36967328000129,ALLIANCE HOSPITALAR COMERCIO E REPRESENTACAO DE MATERIAL MEDICO LTDA
03442420000116,03442420000116,"W N COMERCIO, IMPORTACAO E REPRESENTACOES LTDA"
06075180000157,06075180000157,CARLOS RODRIGUES DA SILVA REPRESENTACOES
10491947000104,10491947000104,C E F SERVICOS MEDICOS EM GASTROENTEROLOGIA LTDA
11343789000108,11343789000108,JF EMPREENDIMENTOS E CONSTRUCOES LTDA
39454587000144,39454587000144,SEVEN GESTAO EM SAUDE LTDA
